name,distance,stroke,course,gender,season,time_(seconds),time_(string),record_broken_by,record_improvement_%,new_record_holder,new_record_holder_broken_by,new_record_holder_improvement_%,seasons_between_records,seasons_between_new_holders,team,conference,date,meet,event_id,athlete_id,team_id,session,meet_id
Arizona,800,Freestyle Relay,SCY,M,2007.0,374.14,6:14.14,2.1100000000000136,0.5607973421926947,True,,,2.0,2.0,Arizona,,2007-03-16,,17.0,,8654.0,,
Florida,800,Freestyle Relay,SCY,M,2005.0,376.25,6:16.25,1.1000000000000227,0.2915065588975812,True,,,3.0,3.0,Florida,,2005-01-01,,17.0,,8619.0,,
Southern,800,Freestyle Relay,SCY,M,2002.0,377.35,6:17.35,0.6499999999999773,0.17195767195766593,True,,,1.0,1.0,California,,2002-01-01,,17.0,,8084.0,,
Texas,800,Freestyle Relay,SCY,M,2001.0,378.0,6:18.00,,,True,,,,,Texas,,2001-01-01,,17.0,,8157.0,,
Virginia,200,Medley Relay,SCY,F,2023.0,91.51,1:31.51,0.29999999999999716,0.3267617906546097,True,,,1.0,1.0,Virginia,,2023-03-15,,18.0,,8136.0,,
Virginia,200,Medley Relay,SCY,F,2022.0,91.81,1:31.81,1.2999999999999972,1.3961980453227334,True,,,4.0,4.0,Virginia,,2022-02-17,,18.0,,8136.0,,
Stanford,200,Medley Relay,SCY,F,2018.0,93.11,1:33.11,1.0400000000000063,1.1046202867764272,True,,,2.0,2.0,Stanford,,2018-03-16,,18.0,,8528.0,,
Stanford,200,Medley Relay,SCY,F,2016.0,94.15,1:34.15,0.0899999999999892,0.09550084889642317,True,,,4.0,4.0,Stanford,,2016-02-24,,18.0,,8528.0,,
California,200,Medley Relay,SCY,F,2012.0,94.24,1:34.24,0.7900000000000063,0.8313164263916724,True,,,1.0,1.0,California,,2012-03-16,,18.0,,8084.0,,
California,200,Medley Relay,SCY,F,2011.0,95.03,1:35.03,0.2600000000000051,0.27285129604366154,True,,,3.0,3.0,California,,2011-03-17,,18.0,,8084.0,,
Arizona,200,Medley Relay,SCY,F,2008.0,95.29,1:35.29,0.7999999999999972,0.8325528150692031,True,,,1.0,1.0,Arizona,,2008-03-21,,18.0,,8654.0,,
Arizona,200,Medley Relay,SCY,F,2007.0,96.09,1:36.09,0.5999999999999943,0.6205398696866214,True,,,4.0,4.0,Arizona,,2007-03-09,,18.0,,8654.0,,
Auburn,200,Medley Relay,SCY,F,2003.0,96.69,1:36.69,1.0,1.0236462278636502,True,,,0.0,0.0,Auburn,,2003-01-01,,18.0,,8288.0,,
Auburn,200,Medley Relay,SCY,F,2003.0,97.69,1:37.69,0.0799999999999983,0.08182469060038693,True,,,1.0,1.0,Auburn,,2003-01-01,,18.0,,8288.0,,
Stanford,200,Medley Relay,SCY,F,2002.0,97.77,1:37.77,,,True,,,,,Stanford,,2002-01-01,,18.0,,8528.0,,
NC State,200,Medley Relay,SCY,M,2023.0,80.67,1:20.67,0.45999999999999375,0.566991248613329,True,,,1.0,1.0,NC State,,2023-03-22,,18.0,,8581.0,,
Florida,200,Medley Relay,SCY,M,2022.0,81.13,1:21.13,0.4100000000000108,0.5028207014962114,True,,,5.0,5.0,Florida,,2022-03-23,,18.0,,8619.0,,
Texas,200,Medley Relay,SCY,M,2017.0,81.54,1:21.54,0.7299999999999898,0.8873222316761757,True,,,4.0,4.0,Texas,,2017-03-24,,18.0,,8157.0,,
Michigan,200,Medley Relay,SCY,M,2013.0,82.27,1:22.27,0.09000000000000341,0.10927634774162628,True,,,4.0,4.0,Michigan,,2013-03-29,,18.0,,8265.0,,
Auburn,200,Medley Relay,SCY,M,2009.0,82.36,1:22.36,0.21999999999999886,0.266408331315087,True,,,0.0,0.0,Auburn,,2009-03-27,,18.0,,8288.0,,
Auburn,200,Medley Relay,SCY,M,2009.0,82.58,1:22.58,0.6599999999999966,0.7928880345987466,True,,,1.0,1.0,Auburn,,2009-03-27,,18.0,,8288.0,,
Auburn,200,Medley Relay,SCY,M,2008.0,83.24,1:23.24,0.13000000000000966,0.15593139018832872,True,,,1.0,1.0,Auburn,,2008-03-28,,18.0,,8288.0,,
Auburn,200,Medley Relay,SCY,M,2007.0,83.37,1:23.37,1.0899999999999892,1.2905517404688482,True,,,4.0,4.0,Auburn,,2007-03-16,,18.0,,8288.0,,
Texas,200,Medley Relay,SCY,M,2003.0,84.46,1:24.46,0.010000000000005116,0.011838522552391519,True,,,2.0,2.0,Texas,,2003-01-01,,18.0,,8157.0,,
Texas,200,Medley Relay,SCY,M,2001.0,84.47,1:24.47,,,True,,,,,Texas,,2001-01-01,,18.0,,8157.0,,
Virginia,400,Medley Relay,SCY,F,2023.0,201.8,3:21.80,0.539999999999992,0.26687753286547,True,,,1.0,1.0,Virginia,,2023-02-17,,19.0,,8136.0,,
Virginia,400,Medley Relay,SCY,F,2022.0,202.34,3:22.34,2.25,1.099760496602962,True,,,1.0,1.0,Virginia,,2022-02-18,,19.0,,8136.0,,
NC State,400,Medley Relay,SCY,F,2021.0,204.59,3:24.59,0.5,0.2437954068945341,True,,,3.0,3.0,NC State,,2021-03-18,,19.0,,8581.0,,
Stanford,400,Medley Relay,SCY,F,2018.0,205.09,3:25.09,1.049999999999983,0.509362569127769,True,,,2.0,2.0,Stanford,,2018-03-05,,19.0,,8528.0,,
Stanford,400,Medley Relay,SCY,F,2016.0,206.14,3:26.14,1.960000000000008,0.9418548774627621,True,,,4.0,4.0,Stanford,,2016-03-17,,19.0,,8528.0,,
California,400,Medley Relay,SCY,F,2012.0,208.1,3:28.10,0.1599999999999966,0.0768270431191763,True,,,0.0,0.0,California,,2012-03-15,,19.0,,8084.0,,
California,400,Medley Relay,SCY,F,2012.0,208.26,3:28.26,0.05000000000001137,0.02400268830109518,True,,,3.0,3.0,California,,2012-02-24,,19.0,,8084.0,,
Arizona,400,Medley Relay,SCY,F,2009.0,208.31,3:28.31,0.75,0.3587486845881565,True,,,1.0,1.0,Arizona,,2009-03-20,,19.0,,8654.0,,
Arizona,400,Medley Relay,SCY,F,2008.0,209.06,3:29.06,1.1200000000000045,0.5328765819773549,True,,,1.0,1.0,Arizona,,2008-03-20,,19.0,,8654.0,,
California,400,Medley Relay,SCY,F,2007.0,210.18,3:30.18,1.2699999999999818,0.6006148025537866,True,,,4.0,4.0,California,,2007-03-08,,19.0,,8084.0,,
Auburn,400,Medley Relay,SCY,F,2003.0,211.45,3:31.45,0.29000000000002046,0.1369604231604895,True,,,1.0,1.0,Auburn,,2003-01-01,,19.0,,8288.0,,
Stanford,400,Medley Relay,SCY,F,2002.0,211.74,3:31.74,0.6899999999999977,0.3248128795367875,True,,,0.0,0.0,Stanford,,2002-01-01,,19.0,,8528.0,,
Stanford,400,Medley Relay,SCY,F,2002.0,212.43,3:32.43,,,True,,,,,Stanford,,2002-01-01,,19.0,,8528.0,,
Florida,400,Medley Relay,SCY,M,2023.0,178.32,2:58.32,0.9000000000000057,0.5021760964178137,True,,,6.0,6.0,Florida,,2023-03-24,,19.0,,8619.0,,
Texas,400,Medley Relay,SCY,M,2017.0,179.22,2:59.22,1.460000000000008,0.8080584458711577,True,,,1.0,1.0,Texas,,2017-03-23,,19.0,,8157.0,,
Texas,400,Medley Relay,SCY,M,2016.0,180.68,3:00.68,0.549999999999983,0.3034817635049291,True,,,1.0,1.0,Texas,,2016-03-24,,19.0,,8157.0,,
Texas,400,Medley Relay,SCY,M,2015.0,181.23,3:01.23,0.1599999999999966,0.08820772920226948,True,,,6.0,6.0,Texas,,2015-03-26,,19.0,,8157.0,,
Auburn,400,Medley Relay,SCY,M,2009.0,181.39,3:01.39,3.0100000000000193,1.6323210412147608,True,,,2.0,2.0,Auburn,,2009-03-26,,19.0,,8288.0,,
Northwestern,400,Medley Relay,SCY,M,2007.0,184.4,3:04.40,0.9699999999999989,0.5232777687867501,True,,,6.0,6.0,Northwestern,,2007-03-15,,19.0,,27.0,,
Texas,400,Medley Relay,SCY,M,2001.0,185.37,3:05.37,,,True,,,,,Texas,,2001-01-01,,19.0,,8157.0,,
